TrigNum,Date,Time UT,"MesgType GBM LAT","RA (J2000) [deg]","Dec (J2000) [deg]","Error [deg] [arcmin]",Comments
664222840,22/01/18,18:20:35.84,GBM Final Position,191.370,+23.580,5.03,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=1093742).
664222840,22/01/18,18:20:35.84,GBM Ground Position,191.390,+24.580,2.64,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=1093742). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664222840.fits
664222840,22/01/18,18:20:35.84,GBM Ground Position,189.550,+30.550,3.22,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=1093742). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664222840.fits
664222840,22/01/18,18:20:35.84,GBM Flight Position,191.883,+35.583,7.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 158.90,25.58 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=1093742)."
664222840,22/01/18,18:20:35.84,GBM Flight Position,191.767,+35.583,7.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 158.90,25.58 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(3.0<100sec) coincident with the SWIFT_BAT event (trignum=1093742)."
664202232,22/01/18,12:37:07.79,GBM Flight Position,211.133,+1.333,26.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 23.35,-17.75 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664201318,22/01/18,12:21:53.08,GBM Flight Position,252.617,-54.000,35.20,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 333.63,5.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664198030,22/01/18,11:27:05.41,GBM Flight Position,216.500,-32.817,22.80,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 141.97,-16.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664087560,22/01/17,04:45:55.96,GBM Final Position,288.320,+14.390,3.24,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
664087560,22/01/17,04:45:55.96,GBM Ground Position,288.060,+13.420,4.74,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664087560.fits
664087560,22/01/17,04:45:55.96,GBM Ground Position,289.310,+18.250,6.10,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664087560.fits
664087560,22/01/17,04:45:55.96,GBM Flight Position,264.933,+6.317,15.27,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 115.33,-2.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664076382,22/01/17,01:39:37.26,GBM Flight Position,281.433,+35.683,34.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 176.02,-8.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664075637,22/01/17,01:27:12.74,GBM Flight Position,209.983,-5.217,34.72,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 136.33,11.10 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664051595,22/01/16,18:46:30.30,GBM Ground Position,122.630,+68.060,12.58,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664051595.fits
664051595,22/01/16,18:46:30.30,GBM Flight Position,121.417,+65.717,34.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 157.23,24.83 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664034983,22/01/16,14:09:38.94,GBM Ground Position,294.280,+23.770,2.52,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL event (trignum=9621). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664034983.fits
664034983,22/01/16,14:09:38.94,GBM Ground Position,290.910,+25.200,2.93,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL event (trignum=9621). http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_664034983.fits
664034983,22/01/16,14:09:38.94,GBM Flight Position,296.217,+26.467,3.42,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 262.63,24.42 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL event (trignum=9621)."
664034047,22/01/16,13:54:02.95,GBM Flight Position,195.333,+6.233,34.72,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 202.85,18.88 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664028512,22/01/16,12:21:47.87,GBM Flight Position,155.333,+69.950,6.60,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 237.28,21.77 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664028512,22/01/16,12:21:47.87,GBM Flight Position,154.933,+69.850,7.58,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 237.28,21.77 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664028512,22/01/16,12:21:47.87,GBM Flight Position,150.717,+68.783,10.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 237.28,21.77 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664028512,22/01/16,12:21:47.87,GBM Flight Position,149.617,+68.483,13.58,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 237.28,21.77 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664028512,22/01/16,12:21:47.87,GBM Flight Position,175.767,+52.783,29.47,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 237.28,21.77 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664025987,22/01/16,11:39:42.79,GBM Flight Position,277.417,+14.167,13.47,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 90.42,-25.22 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664024557,22/01/16,11:15:52.78,GBM Flight Position,321.450,+32.767,35.22,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 8.22,4.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
664022922,22/01/16,10:48:37.64,GBM Flight Position,316.500,+12.833,11.60,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 268.62,23.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(2.0<100sec) coincident with the INTEGRAL event (trignum=9618)."
663980106,22/01/15,22:55:01.50,GBM Ground Position,35.150,-23.160,7.04,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_663980106.fits
663980106,22/01/15,22:55:01.50,GBM Ground Position,66.810,-28.440,8.77,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_663980106.fits
663980106,22/01/15,22:55:01.50,GBM Flight Position,66.683,-25.683,24.30,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 268.22,-22.82 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
663979075,22/01/15,22:37:50.51,GBM Final Position,317.780,-14.750,6.69,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
663979075,22/01/15,22:37:50.51,GBM Ground Position,310.120,-14.360,5.85,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_663979075.fits
663979075,22/01/15,22:37:50.51,GBM Ground Position,309.660,-21.560,7.25,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_663979075.fits
663979075,22/01/15,22:37:50.51,GBM Ground Position,314.250,-23.780,17.46,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_663979075.fits
663979075,22/01/15,22:37:50.51,GBM Flight Position,322.883,-15.183,23.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 209.95,0.72 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
663971735,22/01/15,20:35:30.53,GBM Flight Position,294.650,+6.533,23.70,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 136.07,24.72 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
663967527,22/01/15,19:25:22.52,GBM Flight Position,304.400,+29.817,28.35,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 251.08,4.55 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
663966693,22/01/15,19:11:28.21,GBM Ground Position,260.950,+57.210,5.18,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_663966693.fits
663966693,22/01/15,19:11:28.21,GBM Ground Position,292.440,+44.250,18.02,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_663966693.fits
663966693,22/01/15,19:11:28.21,GBM Flight Position,301.783,+43.033,28.60,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 203.33,22.75 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
